report_date,load_time,load_type,load_weight,dropoff_site
2021-01-01,2021-01-01 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-01,2021-01-01 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-01,2021-01-01 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-01,2021-01-01 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-02,2021-01-02 09:24:00.000000 UTC,TIRES,1640.0,MRF
2021-01-02,2021-01-02 11:47:00.000000 UTC,TIRES,940.0,MRF
2021-01-02,2021-01-02 12:00:00.000000 UTC,RECYCLING - SINGLE STREAM,320.0,TDS - MRF
2021-01-02,2021-01-02 09:02:00.000000 UTC,RECYCLING - SINGLE STREAM,520.0,TDS - MRF
2021-01-02,2021-01-02 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-02,2021-01-02 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-02,2021-01-02 12:00:00.000000 UTC,SWEEPING,,ONION CREEK
2021-01-02,2021-01-02 05:44:00.000000 UTC,YARD TRIMMING,17660.0,HORNSBY BEND
2021-01-02,2021-01-02 12:04:00.000000 UTC,YARD TRIMMING,18220.0,HORNSBY BEND
2021-01-02,2021-01-02 05:45:00.000000 UTC,YARD TRIMMING,7400.0,HORNSBY BEND
2021-01-02,2021-01-02 02:05:00.000000 UTC,YARD TRIMMING,17880.0,HORNSBY BEND
2021-01-02,2021-01-02 01:02:00.000000 UTC,YARD TRIMMING,17660.0,HORNSBY BEND
2021-01-02,2021-01-02 02:16:00.000000 UTC,BULK,12480.0,TDS LANDFILL
2021-01-02,2021-01-02 12:25:00.000000 UTC,BULK,10200.0,TDS LANDFILL
2021-01-02,2021-01-02 02:13:00.000000 UTC,BULK,5440.0,TDS LANDFILL
2021-01-02,2021-01-02 04:27:00.000000 UTC,DEAD ANIMAL,140.0,TDS LANDFILL
2021-01-02,2021-01-02 02:44:00.000000 UTC,GARBAGE COLLECTIONS,24580.0,TDS LANDFILL
2021-01-02,2021-01-02 12:00:00.000000 UTC,GARBAGE COLLECTIONS,13020.0,TDS LANDFILL
2021-01-02,2021-01-02 01:34:00.000000 UTC,GARBAGE COLLECTIONS,17340.0,TDS LANDFILL
2021-01-02,2021-01-02 01:19:00.000000 UTC,GARBAGE COLLECTIONS,19300.0,TDS LANDFILL
2021-01-02,2021-01-02 10:24:00.000000 UTC,GARBAGE COLLECTIONS,22500.0,TDS LANDFILL
2021-01-02,2021-01-02 12:44:00.000000 UTC,GARBAGE COLLECTIONS,15840.0,TDS LANDFILL
2021-01-02,2021-01-02 12:03:00.000000 UTC,GARBAGE COLLECTIONS,24560.0,TDS LANDFILL
2021-01-02,2021-01-02 12:40:00.000000 UTC,GARBAGE COLLECTIONS,17580.0,TDS LANDFILL
2021-01-02,2021-01-02 01:02:00.000000 UTC,GARBAGE COLLECTIONS,8420.0,TDS LANDFILL
2021-01-02,2021-01-02 11:13:00.000000 UTC,GARBAGE COLLECTIONS,12380.0,TDS LANDFILL
2021-01-02,2021-01-02 12:20:00.000000 UTC,GARBAGE COLLECTIONS,8400.0,TDS LANDFILL
2021-01-02,2021-01-02 12:40:00.000000 UTC,GARBAGE COLLECTIONS,19660.0,TDS LANDFILL
2021-01-02,2021-01-02 12:00:00.000000 UTC,GARBAGE COLLECTIONS,11940.0,TDS LANDFILL
2021-01-02,2021-01-02 12:00:00.000000 UTC,GARBAGE COLLECTIONS,12780.0,TDS LANDFILL
2021-01-02,2021-01-02 01:05:00.000000 UTC,GARBAGE COLLECTIONS,9860.0,TDS LANDFILL
2021-01-02,2021-01-02 02:00:00.000000 UTC,GARBAGE COLLECTIONS,10580.0,TDS LANDFILL
2021-01-02,2021-01-02 12:55:00.000000 UTC,GARBAGE COLLECTIONS,21300.0,TDS LANDFILL
2021-01-02,2021-01-02 12:56:00.000000 UTC,GARBAGE COLLECTIONS,17160.0,TDS LANDFILL
2021-01-02,2021-01-02 01:42:00.000000 UTC,GARBAGE COLLECTIONS,15240.0,TDS LANDFILL
2021-01-02,2021-01-02 08:47:00.000000 UTC,MIXED LITTER,4540.0,TDS LANDFILL
2021-01-02,2021-01-02 11:34:00.000000 UTC,MIXED LITTER,6620.0,TDS LANDFILL
2021-01-02,2021-01-02 02:24:00.000000 UTC,GARBAGE COLLECTIONS,20260.0,TDS LANDFILL
2021-01-02,2021-01-02 01:18:00.000000 UTC,GARBAGE COLLECTIONS,21440.0,TDS LANDFILL
2021-01-02,2021-01-04 08:08:00.000000 UTC,GARBAGE COLLECTIONS,25340.0,TDS LANDFILL
2021-01-02,2021-01-02 02:45:00.000000 UTC,GARBAGE COLLECTIONS,17640.0,TDS LANDFILL
2021-01-02,2021-01-02 08:40:00.000000 UTC,GARBAGE COLLECTIONS,22640.0,TDS LANDFILL
2021-01-02,2021-01-02 12:46:00.000000 UTC,GARBAGE COLLECTIONS,11560.0,TDS LANDFILL
2021-01-02,2021-01-02 02:14:00.000000 UTC,GARBAGE COLLECTIONS,15960.0,TDS LANDFILL
2021-01-02,2021-01-02 03:04:00.000000 UTC,GARBAGE COLLECTIONS,26540.0,TDS LANDFILL
2021-01-02,2021-01-02 03:41:00.000000 UTC,GARBAGE COLLECTIONS,24600.0,TDS LANDFILL
2021-01-02,2021-01-02 03:31:00.000000 UTC,GARBAGE COLLECTIONS,31620.0,TDS LANDFILL
2021-01-02,2021-01-02 03:52:00.000000 UTC,GARBAGE COLLECTIONS,21720.0,TDS LANDFILL
2021-01-02,2021-01-02 03:47:00.000000 UTC,GARBAGE COLLECTIONS,24820.0,TDS LANDFILL
2021-01-02,2021-01-02 02:52:00.000000 UTC,GARBAGE COLLECTIONS,25300.0,TDS LANDFILL
2021-01-02,2021-01-02 11:54:00.000000 UTC,GARBAGE COLLECTIONS,9280.0,TDS LANDFILL
2021-01-02,2021-01-02 01:29:00.000000 UTC,GARBAGE COLLECTIONS,23840.0,TDS LANDFILL
2021-01-02,2021-01-02 01:49:00.000000 UTC,GARBAGE COLLECTIONS,23880.0,TDS LANDFILL
2021-01-02,2021-01-02 03:28:00.000000 UTC,GARBAGE COLLECTIONS,28480.0,TDS LANDFILL
2021-01-02,2021-01-02 02:52:00.000000 UTC,GARBAGE COLLECTIONS,27480.0,TDS LANDFILL
2021-01-02,2021-01-02 03:06:00.000000 UTC,GARBAGE COLLECTIONS,21800.0,TDS LANDFILL
2021-01-02,2021-01-02 02:06:00.000000 UTC,GARBAGE COLLECTIONS,9700.0,TDS LANDFILL
2021-01-02,2021-01-02 03:30:00.000000 UTC,GARBAGE COLLECTIONS,21660.0,TDS LANDFILL
2021-01-02,2021-01-02 09:15:00.000000 UTC,GARBAGE COLLECTIONS,11340.0,TDS LANDFILL
2021-01-02,2021-01-02 03:45:00.000000 UTC,GARBAGE COLLECTIONS,21340.0,TDS LANDFILL
2021-01-02,2021-01-02 03:30:00.000000 UTC,GARBAGE COLLECTIONS,6540.0,TDS LANDFILL
2021-01-02,2021-01-02 12:00:00.000000 UTC,GARBAGE COLLECTIONS,18560.0,TDS LANDFILL
2021-01-02,2021-01-02 04:00:00.000000 UTC,GARBAGE COLLECTIONS,19300.0,TDS LANDFILL
2021-01-02,2021-01-02 01:30:00.000000 UTC,GARBAGE COLLECTIONS,17540.0,TDS LANDFILL
2021-01-02,2021-01-02 03:15:00.000000 UTC,GARBAGE COLLECTIONS,9920.0,TDS LANDFILL
2021-01-02,2021-01-02 03:37:00.000000 UTC,GARBAGE COLLECTIONS,23720.0,TDS LANDFILL
2021-01-02,2021-01-02 02:51:00.000000 UTC,GARBAGE COLLECTIONS,23160.0,TDS LANDFILL
2021-01-02,2021-01-02 02:05:00.000000 UTC,GARBAGE COLLECTIONS,25940.0,TDS LANDFILL
2021-01-02,2021-01-02 03:40:00.000000 UTC,GARBAGE COLLECTIONS,21060.0,TDS LANDFILL
2021-01-02,2021-01-02 02:11:00.000000 UTC,GARBAGE COLLECTIONS,3300.0,TDS LANDFILL
2021-01-02,2021-01-02 11:27:00.000000 UTC,GARBAGE COLLECTIONS,10200.0,TDS LANDFILL
2021-01-02,2021-01-04 07:37:00.000000 UTC,ORGANICS,15800.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 07:40:00.000000 UTC,ORGANICS,20760.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 04:46:00.000000 UTC,ORGANICS,14450.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 08:48:00.000000 UTC,ORGANICS,5980.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 01:30:00.000000 UTC,ORGANICS,19540.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 07:34:00.000000 UTC,ORGANICS,13160.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 09:00:00.000000 UTC,ORGANICS,15520.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 10:29:00.000000 UTC,ORGANICS,20700.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 08:42:00.000000 UTC,ORGANICS,16400.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 11:29:00.000000 UTC,ORGANICS,17520.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 07:02:00.000000 UTC,ORGANICS,16040.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 01:56:00.000000 UTC,ORGANICS,7820.0,ORGANICS BY GOSH
2021-01-02,2021-01-05 09:19:00.000000 UTC,ORGANICS,13800.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 10:26:00.000000 UTC,ORGANICS,22120.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 03:25:00.000000 UTC,ORGANICS,16800.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 07:20:00.000000 UTC,ORGANICS,6200.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 06:56:00.000000 UTC,ORGANICS,20680.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 01:11:00.000000 UTC,ORGANICS,17320.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 07:24:00.000000 UTC,ORGANICS,21440.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 11:08:00.000000 UTC,ORGANICS,20560.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 02:59:00.000000 UTC,ORGANICS,21940.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 11:54:00.000000 UTC,ORGANICS,7680.0,ORGANICS BY GOSH
2021-01-02,2021-01-08 07:21:00.000000 UTC,ORGANICS,7040.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 07:10:00.000000 UTC,ORGANICS,22660.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 07:28:00.000000 UTC,ORGANICS,7720.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 01:14:00.000000 UTC,ORGANICS,7680.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 07:00:00.000000 UTC,ORGANICS,20340.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 07:23:00.000000 UTC,ORGANICS,15100.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 09:51:00.000000 UTC,ORGANICS,16760.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 07:04:00.000000 UTC,ORGANICS,8460.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 03:40:00.000000 UTC,ORGANICS,21680.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 05:02:00.000000 UTC,ORGANICS,6480.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 09:36:00.000000 UTC,ORGANICS,11680.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 11:46:00.000000 UTC,ORGANICS,13560.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 02:51:00.000000 UTC,ORGANICS,9360.0,ORGANICS BY GOSH
2021-01-02,2021-01-04 07:57:00.000000 UTC,ORGANICS,2700.0,ORGANICS BY GOSH
2021-01-02,2021-01-02 12:22:00.000000 UTC,RECYCLING - SINGLE STREAM,8760.0,BALCONES RECYCLING
2021-01-02,2021-01-02 12:45:00.000000 UTC,RECYCLING - SINGLE STREAM,8500.0,BALCONES RECYCLING
2021-01-02,2021-01-02 11:55:00.000000 UTC,RECYCLING - SINGLE STREAM,5020.0,BALCONES RECYCLING
2021-01-02,2021-01-02 11:48:00.000000 UTC,RECYCLING - SINGLE STREAM,4440.0,BALCONES RECYCLING
2021-01-02,2021-01-02 09:58:00.000000 UTC,RECYCLING - SINGLE STREAM,8660.0,BALCONES RECYCLING
2021-01-02,2021-01-02 12:45:00.000000 UTC,RECYCLING - SINGLE STREAM,6740.0,BALCONES RECYCLING
2021-01-02,2021-01-02 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,10840.0,BALCONES RECYCLING
2021-01-02,2021-01-02 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,6520.0,BALCONES RECYCLING
2021-01-02,2021-01-02 11:00:00.000000 UTC,RECYCLING - SINGLE STREAM,10360.0,BALCONES RECYCLING
2021-01-02,2021-01-02 12:30:00.000000 UTC,RECYCLING - SINGLE STREAM,18380.0,BALCONES RECYCLING
2021-01-02,2021-01-02 01:44:00.000000 UTC,RECYCLING - SINGLE STREAM,8620.0,BALCONES RECYCLING
2021-01-02,2021-01-02 12:00:00.000000 UTC,RECYCLING - SINGLE STREAM,9640.0,BALCONES RECYCLING
2021-01-02,2021-01-02 01:57:00.000000 UTC,RECYCLING - SINGLE STREAM,20980.0,BALCONES RECYCLING
2021-01-02,2021-01-02 01:12:00.000000 UTC,RECYCLING - SINGLE STREAM,13680.0,BALCONES RECYCLING
2021-01-02,2021-01-02 12:00:00.000000 UTC,RECYCLING - SINGLE STREAM,17880.0,BALCONES RECYCLING
2021-01-02,2021-01-02 11:53:00.000000 UTC,RECYCLING - SINGLE STREAM,18020.0,BALCONES RECYCLING
2021-01-02,2021-01-02 01:28:00.000000 UTC,RECYCLING - SINGLE STREAM,4620.0,BALCONES RECYCLING
2021-01-02,2021-01-02 02:06:00.000000 UTC,RECYCLING - SINGLE STREAM,6680.0,BALCONES RECYCLING
2021-01-02,2021-01-02 10:35:00.000000 UTC,RECYCLING - SINGLE STREAM,16360.0,BALCONES RECYCLING
2021-01-02,2021-01-02 11:54:00.000000 UTC,RECYCLING - SINGLE STREAM,12720.0,BALCONES RECYCLING
2021-01-02,2021-01-02 01:49:00.000000 UTC,RECYCLING - SINGLE STREAM,16540.0,BALCONES RECYCLING
2021-01-02,2021-01-02 01:27:00.000000 UTC,RECYCLING - SINGLE STREAM,10540.0,BALCONES RECYCLING
2021-01-02,2021-01-02 09:59:00.000000 UTC,RECYCLING - SINGLE STREAM,12920.0,BALCONES RECYCLING
2021-01-02,2021-01-02 01:18:00.000000 UTC,RECYCLING - SINGLE STREAM,4460.0,BALCONES RECYCLING
2021-01-02,2021-01-02 01:37:00.000000 UTC,RECYCLING - SINGLE STREAM,6000.0,BALCONES RECYCLING
2021-01-02,2021-01-02 10:47:00.000000 UTC,RECYCLING - SINGLE STREAM,13140.0,BALCONES RECYCLING
2021-01-02,2021-01-02 11:07:00.000000 UTC,RECYCLING - SINGLE STREAM,12900.0,BALCONES RECYCLING
2021-01-02,2021-01-02 10:10:00.000000 UTC,RECYCLING - SINGLE STREAM,12700.0,BALCONES RECYCLING
2021-01-02,2021-01-02 01:02:00.000000 UTC,RECYCLING - SINGLE STREAM,8360.0,BALCONES RECYCLING
2021-01-02,2021-01-02 10:40:00.000000 UTC,RECYCLING - SINGLE STREAM,13160.0,BALCONES RECYCLING
2021-01-02,2021-01-02 12:35:00.000000 UTC,RECYCLING - SINGLE STREAM,2740.0,BALCONES RECYCLING
2021-01-02,2021-01-02 02:05:00.000000 UTC,RECYCLING - SINGLE STREAM,4900.0,BALCONES RECYCLING
2021-01-02,2021-01-02 11:07:00.000000 UTC,RECYCLING - SINGLE STREAM,12640.0,BALCONES RECYCLING
2021-01-02,2021-01-02 09:21:00.000000 UTC,RECYCLING - SINGLE STREAM,10860.0,BALCONES RECYCLING
2021-01-02,2021-01-02 09:40:00.000000 UTC,RECYCLING - SINGLE STREAM,12720.0,BALCONES RECYCLING
2021-01-02,2021-01-02 12:20:00.000000 UTC,RECYCLING - SINGLE STREAM,7640.0,BALCONES RECYCLING
2021-01-02,2021-01-02 12:06:00.000000 UTC,RECYCLING - SINGLE STREAM,9740.0,BALCONES RECYCLING
2021-01-02,2021-01-02 10:02:00.000000 UTC,RECYCLING - SINGLE STREAM,15260.0,BALCONES RECYCLING
2021-01-02,2021-01-02 12:15:00.000000 UTC,RECYCLING - SINGLE STREAM,5660.0,BALCONES RECYCLING
2021-01-02,2021-01-02 01:10:00.000000 UTC,RECYCLING - SINGLE STREAM,16600.0,BALCONES RECYCLING
2021-01-02,2021-01-02 08:26:00.000000 UTC,RECYCLING - SINGLE STREAM,12160.0,BALCONES RECYCLING
2021-01-02,2021-01-02 10:34:00.000000 UTC,RECYCLING - SINGLE STREAM,12560.0,BALCONES RECYCLING
2021-01-02,2021-01-02 12:26:00.000000 UTC,RECYCLING - SINGLE STREAM,6720.0,BALCONES RECYCLING
2021-01-02,2021-01-02 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,10800.0,BALCONES RECYCLING
2021-01-02,2021-01-02 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,5360.0,BALCONES RECYCLING
2021-01-02,2021-01-02 09:41:00.000000 UTC,RECYCLING - SINGLE STREAM,11940.0,BALCONES RECYCLING
2021-01-02,2021-01-02 02:08:00.000000 UTC,RECYCLING - SINGLE STREAM,14320.0,BALCONES RECYCLING
2021-01-02,2021-01-02 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,10720.0,BALCONES RECYCLING
2021-01-02,2021-01-02 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,7300.0,BALCONES RECYCLING
2021-01-02,2021-01-02 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,12520.0,BALCONES RECYCLING
2021-01-02,2021-01-02 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,9080.0,BALCONES RECYCLING
2021-01-02,2021-01-02 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,4740.0,BALCONES RECYCLING
2021-01-02,2021-01-02 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,9980.0,BALCONES RECYCLING
2021-01-04,2021-01-04 10:08:00.000000 UTC,RECYCLING - SINGLE STREAM,5820.0,TDS - MRF
2021-01-04,2021-01-04 12:43:00.000000 UTC,RECYCLING - SINGLE STREAM,1640.0,TDS - MRF
2021-01-04,2021-01-04 12:21:00.000000 UTC,RECYCLING - SINGLE STREAM,5420.0,TDS - MRF
2021-01-04,2021-01-04 10:43:00.000000 UTC,RECYCLING - SINGLE STREAM,5360.0,TDS - MRF
2021-01-04,2021-01-04 06:30:00.000000 UTC,RECYCLING - SINGLE STREAM,5940.0,TDS - MRF
2021-01-04,2021-01-04 12:23:00.000000 UTC,RECYCLING - SINGLE STREAM,1700.0,TDS - MRF
2021-01-04,2021-01-04 03:42:00.000000 UTC,GARBAGE COLLECTIONS,12760.0,TDS - MRF
2021-01-04,2021-01-04 07:19:00.000000 UTC,RECYCLING - SINGLE STREAM,9840.0,TDS - MRF
2021-01-04,2021-01-04 03:32:00.000000 UTC,RECYCLING - SINGLE STREAM,6800.0,TDS - MRF
2021-01-04,2021-01-04 11:55:00.000000 UTC,RECYCLING - SINGLE STREAM,13220.0,TDS - MRF
2021-01-04,2021-01-04 12:58:00.000000 UTC,RECYCLING - SINGLE STREAM,11740.0,TDS - MRF
2021-01-04,2021-01-04 04:46:00.000000 UTC,RECYCLING - SINGLE STREAM,11140.0,TDS - MRF
2021-01-04,2021-01-04 10:14:00.000000 UTC,RECYCLING - SINGLE STREAM,10520.0,TDS - MRF
2021-01-04,2021-01-04 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,1060.0,TDS - MRF
2021-01-04,2021-01-04 12:00:00.000000 UTC,RECYCLING - SINGLE STREAM,7480.0,TDS - MRF
2021-01-04,2021-01-04 02:00:00.000000 UTC,RECYCLING - SINGLE STREAM,4580.0,TDS - MRF
2021-01-04,2021-01-04 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,16560.0,TDS - MRF
2021-01-04,2021-01-04 01:45:00.000000 UTC,RECYCLING - SINGLE STREAM,18000.0,TDS - MRF
2021-01-04,2021-01-04 02:45:00.000000 UTC,RECYCLING - SINGLE STREAM,8340.0,TDS - MRF
2021-01-04,2021-01-04 10:00:00.000000 UTC,RECYCLING - SINGLE STREAM,16200.0,TDS - MRF
2021-01-04,2021-01-04 04:51:00.000000 UTC,RECYCLING - SINGLE STREAM,11100.0,TDS - MRF
2021-01-04,2021-01-04 11:41:00.000000 UTC,RECYCLING - SINGLE STREAM,10800.0,TDS - MRF
2021-01-04,2021-01-04 11:19:00.000000 UTC,RECYCLING - SINGLE STREAM,9940.0,TDS - MRF
2021-01-04,2021-01-04 05:30:00.000000 UTC,RECYCLING - SINGLE STREAM,11660.0,TDS - MRF
2021-01-04,2021-01-04 04:39:00.000000 UTC,RECYCLING - SINGLE STREAM,12460.0,TDS - MRF
2021-01-04,2021-01-04 11:12:00.000000 UTC,RECYCLING - SINGLE STREAM,11320.0,TDS - MRF
2021-01-04,2021-01-04 05:04:00.000000 UTC,RECYCLING - SINGLE STREAM,13280.0,TDS - MRF
2021-01-04,2021-01-04 10:47:00.000000 UTC,RECYCLING - SINGLE STREAM,11220.0,TDS - MRF
2021-01-04,2021-01-04 04:20:00.000000 UTC,RECYCLING - SINGLE STREAM,11720.0,TDS - MRF
2021-01-04,2021-01-04 03:07:00.000000 UTC,RECYCLING - SINGLE STREAM,7680.0,TDS - MRF
2021-01-04,2021-01-04 10:46:00.000000 UTC,RECYCLING - SINGLE STREAM,12880.0,TDS - MRF
2021-01-04,2021-01-04 10:09:00.000000 UTC,RECYCLING - SINGLE STREAM,10100.0,TDS - MRF
2021-01-04,2021-01-04 11:00:00.000000 UTC,RECYCLING - SINGLE STREAM,11160.0,TDS - MRF
2021-01-04,2021-01-04 04:37:00.000000 UTC,RECYCLING - SINGLE STREAM,10000.0,TDS - MRF
2021-01-04,2021-01-04 04:02:00.000000 UTC,RECYCLING - SINGLE STREAM,10380.0,TDS - MRF
2021-01-04,2021-01-04 11:03:00.000000 UTC,RECYCLING - SINGLE STREAM,11540.0,TDS - MRF
2021-01-04,2021-01-04 10:28:00.000000 UTC,RECYCLING - SINGLE STREAM,13400.0,TDS - MRF
2021-01-04,2021-01-04 03:14:00.000000 UTC,RECYCLING - SINGLE STREAM,11420.0,TDS - MRF
2021-01-04,2021-01-04 10:39:00.000000 UTC,RECYCLING - SINGLE STREAM,10300.0,TDS - MRF
2021-01-04,2021-01-04 02:36:00.000000 UTC,RECYCLING - SINGLE STREAM,9000.0,TDS - MRF
2021-01-04,2021-01-04 02:47:00.000000 UTC,RECYCLING - SINGLE STREAM,9940.0,TDS - MRF
2021-01-04,2021-01-04 10:10:00.000000 UTC,RECYCLING - SINGLE STREAM,13440.0,TDS - MRF
2021-01-04,2021-01-04 02:30:00.000000 UTC,RECYCLING - SINGLE STREAM,11860.0,TDS - MRF
2021-01-04,2021-01-04 09:51:00.000000 UTC,RECYCLING - SINGLE STREAM,12080.0,TDS - MRF
2021-01-04,2021-01-04 03:00:00.000000 UTC,RECYCLING - SINGLE STREAM,11900.0,TDS - MRF
2021-01-04,2021-01-04 10:21:00.000000 UTC,RECYCLING - SINGLE STREAM,13100.0,TDS - MRF
2021-01-04,2021-01-04 11:22:00.000000 UTC,RECYCLING - SINGLE STREAM,11360.0,TDS - MRF
2021-01-04,2021-01-04 04:32:00.000000 UTC,RECYCLING - SINGLE STREAM,10940.0,TDS - MRF
2021-01-04,2021-01-04 10:46:00.000000 UTC,RECYCLING - SINGLE STREAM,12420.0,TDS - MRF
2021-01-04,2021-01-04 03:24:00.000000 UTC,RECYCLING - SINGLE STREAM,11660.0,TDS - MRF
2021-01-04,2021-01-04 03:44:00.000000 UTC,RECYCLING - SINGLE STREAM,12040.0,TDS - MRF
2021-01-04,2021-01-04 10:01:00.000000 UTC,RECYCLING - SINGLE STREAM,10980.0,TDS - MRF
2021-01-04,2021-01-04 10:16:00.000000 UTC,RECYCLING - SINGLE STREAM,10680.0,TDS - MRF
2021-01-04,2021-01-04 03:30:00.000000 UTC,RECYCLING - SINGLE STREAM,11840.0,TDS - MRF
2021-01-04,2021-01-04 03:13:00.000000 UTC,BRUSH,3700.0,HORNSBY BEND
2021-01-04,2021-01-04 12:01:00.000000 UTC,BRUSH,7140.0,HORNSBY BEND
2021-01-04,2021-01-04 03:34:00.000000 UTC,BRUSH,4640.0,HORNSBY BEND
2021-01-04,2021-01-04 01:21:00.000000 UTC,BRUSH,7000.0,HORNSBY BEND
2021-01-04,2021-01-04 03:16:00.000000 UTC,BRUSH,8160.0,HORNSBY BEND
2021-01-04,2021-01-04 08:18:00.000000 UTC,BRUSH,9440.0,HORNSBY BEND
2021-01-04,2021-01-04 03:00:00.000000 UTC,BRUSH,3260.0,HORNSBY BEND
2021-01-04,2021-01-04 09:57:00.000000 UTC,YARD TRIMMING,14540.0,HORNSBY BEND
2021-01-04,2021-01-04 04:59:00.000000 UTC,YARD TRIMMING,17020.0,HORNSBY BEND
2021-01-04,2021-01-04 05:39:00.000000 UTC,YARD TRIMMING,18080.0,HORNSBY BEND
2021-01-04,2021-01-04 11:07:00.000000 UTC,YARD TRIMMING,13120.0,HORNSBY BEND
2021-01-04,2021-01-04 04:55:00.000000 UTC,YARD TRIMMING,15980.0,HORNSBY BEND
2021-01-04,2021-01-04 11:56:00.000000 UTC,YARD TRIMMING,16240.0,HORNSBY BEND
2021-01-04,2021-01-04 01:12:00.000000 UTC,YARD TRIMMING,11060.0,HORNSBY BEND
2021-01-04,2021-01-04 10:27:00.000000 UTC,YARD TRIMMING,17120.0,HORNSBY BEND
2021-01-04,2021-01-04 02:38:00.000000 UTC,YARD TRIMMING,14420.0,HORNSBY BEND
2021-01-04,2021-01-04 11:36:00.000000 UTC,BULK,11900.0,TDS LANDFILL
2021-01-04,2021-01-04 03:24:00.000000 UTC,BULK,6320.0,TDS LANDFILL
2021-01-04,2021-01-04 03:06:00.000000 UTC,BULK,4900.0,TDS LANDFILL
2021-01-04,2021-01-04 02:05:00.000000 UTC,BULK,11200.0,TDS LANDFILL
2021-01-04,2021-01-04 02:34:00.000000 UTC,BULK,11460.0,TDS LANDFILL
2021-01-04,2021-01-04 12:00:00.000000 UTC,BULK,12940.0,TDS LANDFILL
2021-01-04,2021-01-04 11:08:00.000000 UTC,BULK,4880.0,TDS LANDFILL
2021-01-04,2021-01-04 03:19:00.000000 UTC,BULK,7740.0,TDS LANDFILL
2021-01-04,2021-01-04 02:25:00.000000 UTC,BULK,7500.0,TDS LANDFILL
2021-01-04,2021-01-04 01:29:00.000000 UTC,BULK,8160.0,TDS LANDFILL
2021-01-04,2021-01-04 12:52:00.000000 UTC,BULK,11200.0,TDS LANDFILL
2021-01-04,2021-01-04 03:32:00.000000 UTC,BULK,10320.0,TDS LANDFILL
2021-01-04,2021-01-04 03:30:00.000000 UTC,BULK,4980.0,TDS LANDFILL
2021-01-04,2021-01-04 08:16:00.000000 UTC,BULK,1820.0,TDS LANDFILL
2021-01-04,2021-01-04 08:10:00.000000 UTC,DEAD ANIMAL,40.0,TDS LANDFILL
2021-01-04,2021-01-04 02:34:00.000000 UTC,DEAD ANIMAL,60.0,TDS LANDFILL
2021-01-04,2021-01-04 02:21:00.000000 UTC,GARBAGE COLLECTIONS,25340.0,TDS LANDFILL
2021-01-04,2021-01-04 12:45:00.000000 UTC,GARBAGE COLLECTIONS,26320.0,TDS LANDFILL
2021-01-04,2021-01-04 01:35:00.000000 UTC,GARBAGE COLLECTIONS,25140.0,TDS LANDFILL
